industry_id,industry_descr,term,estimate,std.error,conf.low,conf.high,p.value
88,Soap cleaning & cosmetic preparations,igad_to_af,-0.2929440322411485,0.042153168677573974,-0.3755627246834354,-0.21032533979886164,3.665469723505195e-12
88,Soap cleaning & cosmetic preparations,af_to_igad,-0.18147937556404767,0.024070582519497515,-0.22865685038916217,-0.13430190073893317,4.7189424544169494e-14
89,Other chemical products n.e.c.,igad_to_af,-0.2997824399204605,0.02442900593333556,-0.34766241172791346,-0.25190246811300754,1.2872072578825593e-34
89,Other chemical products n.e.c.,af_to_igad,-0.1748508984815865,0.02304023918054931,-0.22000893747065178,-0.1296928594925212,3.2254323786593295e-14
90,Man-made fibres,igad_to_af,0.24791198439267256,0.0351258615636808,0.17906656080191843,0.31675740798342666,1.6913577330663978e-12
90,Man-made fibres,af_to_igad,-0.049456632870161776,0.036647823017803546,-0.12128504609685471,0.02237178035653116,0.1771729545218737
91,Rubber tyres and tubes,igad_to_af,-0.3062738434368546,0.030033085770078356,-0.36513760989081057,-0.24741007698289863,2.0264483935126644e-24
91,Rubber tyres and tubes,af_to_igad,-0.14967773111742727,0.028710822814669246,-0.2059499098006899,-0.09340555243416465,1.8552451034837595e-7
92,Other rubber products,igad_to_af,0.2465254121157514,0.027034883136716183,0.19353801484153846,0.2995128093899644,7.596798351399989e-20
92,Other rubber products,af_to_igad,-0.28860286779561006,0.025964048699247698,-0.33949146813897957,-0.23771426745224056,1.054816722519361e-28
93,Plastic products,igad_to_af,-0.2003450737872426,0.02543476991343258,-0.2501963067726334,-0.1504938408018518,3.3582137489611123e-15
93,Plastic products,af_to_igad,-0.16565522707058217,0.022756375670880142,-0.21025690380417075,-0.12105355033699358,3.350388944317047e-13
94,Glass and glass products,igad_to_af,-0.32087138204272847,0.03712766944020126,-0.3936402769754313,-0.24810248711002564,5.505455977088722e-18
94,Glass and glass products,af_to_igad,-0.14664690236487815,0.021654283367528705,-0.18908851787625913,-0.10420528685349717,1.2684816368617128e-11
95,Pottery china and earthenware,igad_to_af,0.19901990454307383,0.025549276803321995,0.1489442421775181,0.24909556690862958,6.7195473605498145e-15
95,Pottery china and earthenware,af_to_igad,-0.20777597641831208,0.02662659381899018,-0.25996314133450965,-0.1555888115021145,6.029679869595195e-15
96,Refractory ceramic products,igad_to_af,0.2794908126509071,0.03804685678001459,0.2049203436371249,0.35406128166468925,2.0428246432690605e-13
96,Refractory ceramic products,af_to_igad,-0.2925710197788871,0.03319393050066835,-0.3576299280655227,-0.22751211149225153,1.2076726614670323e-18
97,Struct.non-refractory clay; ceramic products,igad_to_af,-0.33679477897136856,0.03518989844277017,-0.4057657125388202,-0.2678238454039169,1.0610205521711387e-21
97,Struct.non-refractory clay; ceramic products,af_to_igad,-0.22591126834951403,0.0303104889001853,-0.2853187349476783,-0.16650380175134977,9.107720754281372e-14
98,Cement lime and plaster,igad_to_af,-0.4552723407714474,0.03697515923032735,-0.5277423211855228,-0.3828023603573721,7.717519886624297e-35
98,Cement lime and plaster,af_to_igad,-0.2270064043181108,0.024050650222975152,-0.2741448125599123,-0.1798679960763093,3.77502969861121e-21
99,Articles of concrete cement and plaster,igad_to_af,-0.5860700159000762,0.042785170912063755,-0.6699274099601119,-0.5022126218400406,1.0440156019265116e-42
99,Articles of concrete cement and plaster,af_to_igad,-0.3553619645339177,0.024664797614446655,-0.4037040795442026,-0.3070198495236328,4.631521032138472e-47
100,Cutting shaping & finishing of stone,igad_to_af,0.2640677411595701,0.03458341211052918,0.19628549896042657,0.33184998335871363,2.2463803016836412e-14
100,Cutting shaping & finishing of stone,af_to_igad,-0.2822776459728469,0.03219435978013554,-0.3453774316472374,-0.21917786029845637,1.81993304859535e-18
101,Other non-metallic mineral products n.e.c.,igad_to_af,-0.32891076202413283,0.040715761679376836,-0.40871218851882746,-0.2491093355294382,6.572053171987405e-16
101,Other non-metallic mineral products n.e.c.,af_to_igad,-0.2510112018337342,0.023254266646797556,-0.2965887269483484,-0.20543367671912,3.6664213644358465e-27
102,Basic iron and steel,igad_to_af,-0.32272363883441635,0.031081088052689092,-0.38364145201800515,-0.26180582565082755,2.9544669054966567e-25
102,Basic iron and steel,af_to_igad,-0.21509084963943068,0.02556422296503824,-0.2651958059436574,-0.16498589333520397,3.9712400726218756e-17
103,Basic precious and non-ferrous metals,igad_to_af,0.10930614986768833,0.03284317972052139,0.04493470047769013,0.17367759925768653,8.743317743597182e-4
103,Basic precious and non-ferrous metals,af_to_igad,-0.1627069224349469,0.02642422148911412,-0.2144974448731199,-0.11091639999677387,7.390615184393614e-10
104,Structural metal products,igad_to_af,-5.48248291015625,73486.79434700175,-144036.95274233518,144025.98777651487,0.9999404738156876
104,Structural metal products,af_to_igad,-0.268271369994914,0.022769321268081313,-0.31289841963277526,-0.22364432035705278,4.8251249751794746e-32
105,Tanks reservoirs and containers of metal,igad_to_af,1.0357666015625,22144.958748461733,-43402.285819508616,43404.35735271174,0.9999626812499826
105,Tanks reservoirs and containers of metal,af_to_igad,-0.28280009654428984,0.021531447728413314,-0.3250009586269867,-0.24059923446159298,2.0947005459423465e-39
106,Steam generators,igad_to_af,0.725555419921875,240478.3587501659,-471328.1966562077,471329.6477670476,0.9999975926754051
106,Steam generators,af_to_igad,-0.2994680355162975,0.06285272174535948,-0.4226571064675196,-0.17627896456507547,1.8922928922515052e-6
107,Cutlery hand tools and general hardware,igad_to_af,-0.283818381099342,0.02449866970025614,-0.3318348913809867,-0.2358018708176973,4.906643874867194e-31
107,Cutlery hand tools and general hardware,af_to_igad,-0.26770317272977906,0.0364572079356982,-0.3391579872606354,-0.19624835819892275,2.0894869036255952e-13
108,Other fabricated metal products n.e.c.,igad_to_af,-0.33691494212757833,0.028642715898244877,-0.3930536337075511,-0.2807762505476056,6.077807292179259e-32
108,Other fabricated metal products n.e.c.,af_to_igad,-0.23513974130708837,0.029213717652294142,-0.2923975757601069,-0.17788190685406985,8.350761826230892e-16
109,Engines & turbines (not for transport equipment),igad_to_af,0.19440181276553098,0.04536812210089613,0.10548192740155894,0.28332169812950303,1.8274988576339294e-5
109,Engines & turbines (not for transport equipment),af_to_igad,-0.2676317866756368,0.0369449742767871,-0.34004260566789823,-0.19522096768337538,4.354332992546171e-13
110,Pumps compressors taps and valves,igad_to_af,0.15212094350024524,0.02534009619678961,0.10245526758975723,0.20178661941073325,1.9350003002338586e-9
110,Pumps compressors taps and valves,af_to_igad,-0.19097171945822122,0.027073443621870447,-0.24403469389456292,-0.13790874502187953,1.7404742859770096e-12
111,Bearings gears gearing & driving elements,igad_to_af,0.19724310749573956,0.029991269935536878,0.13846129857146838,0.25602491642001074,4.8105535570779816e-11
111,Bearings gears gearing & driving elements,af_to_igad,-0.29845080833782944,0.028327967491489213,-0.35397260437636974,-0.24292901229928915,5.923397735593192e-26
112,Ovens furnaces and furnace burners,igad_to_af,-0.28163746574625703,0.03812269475665361,-0.356356574462912,-0.206918357029602,1.4943648229607127e-13
112,Ovens furnaces and furnace burners,af_to_igad,-0.1661428384978224,0.044175138437254666,-0.25272451884691255,-0.07956115814873228,1.6923324211778315e-4
113,Lifting and handling equipment,igad_to_af,0.2341451037741725,0.019315349740693762,0.19628771393361766,0.27200249361472734,8.053791512720002e-34
113,Lifting and handling equipment,af_to_igad,-0.1791081351960777,0.021673806862527994,-0.22158801605450965,-0.13662825433764578,1.4109985905249154e-16
114,Other general purpose machinery,igad_to_af,-0.24703188424729827,0.04699893773002481,-0.3391481095097876,-0.15491565898480897,1.471292424386406e-7
114,Other general purpose machinery,af_to_igad,-0.2547809870988763,0.02573847932461504,-0.3052274795919506,-0.20433449460580203,4.2114782081806206e-23
115,Agricultural and forestry machinery,igad_to_af,0.17675135921357477,0.04396439057135455,0.09058273709146754,0.262919981335682,5.811666993642871e-5
115,Agricultural and forestry machinery,af_to_igad,-0.2187431462550975,0.02118838672543118,-0.26027162112744917,-0.17721467138274583,5.504338212950768e-25
116,Machine tools,igad_to_af,0.22628606898037476,0.02371432669381364,0.17980684274288322,0.2727652952178663,1.3987819819691941e-21
116,Machine tools,af_to_igad,-0.20736157479904715,0.03728393446666663,-0.28043674355566534,-0.13428640604242897,2.671791276625064e-8
117,Machinery for metallurgy,igad_to_af,0.7811279296875,616447.1070872416,-1208213.3471369694,1208214.9093928288,0.9999989889644904
117,Machinery for metallurgy,af_to_igad,-0.2885455122603606,0.05348194418830765,-0.39336819669262485,-0.1837228278280964,6.844921303232327e-8
118,Machinery for mining & construction,igad_to_af,0.19936123931792182,0.027075561469319602,0.14629411397685504,0.2524283646589886,1.7962934420059176e-13
